,Star Rating,Monster Name,Quest,Runner,Time,Time (s),Weapon,Platform,Monster/General,Quest/General,Monster/Weapon,Quest/Weapon
538,6,Brute Tigrex,Special Arena: MR Brute Tigrex,SEAFIGHT,"06'31""16",391.16,SnS,PS4,106,105,8,8
540,6,Brute Tigrex,Special Arena: MR Brute Tigrex,MaestroNox,"06'43""23",403.23,SnS,PS4,107,106,9,9
541,6,Brute Tigrex,Special Arena: MR Brute Tigrex,hf,"06'48""05",408.05,LBG,PS4,108,107,9,8
582,6,Fatalis,Fade to Black,wagiri,"09'33""88",573.88,HBG,PS4,1,1,1,1
585,6,Fatalis,Fade to Black,痴人思梦,"09'53""61",593.61,GS,PC,2,2,1,1
592,6,Fatalis,Fade to Black,fatalisrx,"10'36""10",636.1,GS,PC,3,3,2,2
596,6,Fatalis,Fade to Black,noicie,"10'42""35",642.35,HBG,PC,4,4,2,2
598,6,Fatalis,Fade to Black,早餐奶 (airA),"10'43""95",643.95,Bow,PC,5,5,1,1
599,6,Fatalis,Fade to Black,Ruxi,"10'43""98",643.98,DB,PC,6,6,1,1
603,6,Fatalis,Fade to Black,恶魔的眼睛xx,"10'56""68",656.68,LS,PS4,7,7,1,1
606,6,Fatalis,Fade to Black,あーるえむ,"11'14""85",674.85,LS,PC,8,8,2,2
609,6,Fatalis,Fade to Black,Anne Luca,"11'43""16",703.16,LS,PC,9,9,3,3
611,6,Fatalis,Fade to Black,Theo,"11'45""61",705.61,IG,PC,10,10,1,1
613,6,Fatalis,Fade to Black,Synergy Mygos,"11'50""70",710.7,LS,PC,11,11,4,4
615,6,Fatalis,Fade to Black,Kekko,"12'01""68",721.68,SA,PC,12,12,1,1
616,6,Fatalis,Fade to Black,Crukkz,"12'03""06",723.06,IG,PC,13,13,2,2
617,6,Fatalis,Fade to Black,Berke,"12'04""71",724.71,GS,PC,14,14,3,3
619,6,Fatalis,Fade to Black,Fay,"12'34""93",754.93,Bow,PC,15,15,2,2
620,6,Fatalis,Fade to Black,Alternum,"12'37""56",757.56,IG,PC,16,16,3,3
621,6,Fatalis,Fade to Black,SH3RMSY,"12'39""38",759.38,CB,Xbox,17,17,1,1
623,6,Fatalis,Fade to Black,Jaly,"12'42""63",762.63,SA,PC,18,18,2,2
624,6,Fatalis,Fade to Black,OWH Darius,"12'48""68",768.68,GS,PC,19,19,4,4
625,6,Fatalis,Fade to Black,GhostCortex,"12'51""20",771.2,DB,PC,20,20,2,2
627,6,Fatalis,Fade to Black,Zion (왕알밤),"12'53""48",773.48,Lance,PC,21,21,1,1
628,6,Fatalis,Fade to Black,Reven,"12'54""33",774.33,SnS,PC,22,22,1,1
629,6,Fatalis,Fade to Black,Aris,"12'54""53",774.53,GS,PC,23,23,5,5
630,6,Fatalis,Fade to Black,RrCa,"12'57""83",777.83,LS,PC,24,24,5,5
631,6,Fatalis,Fade to Black,TBT,"13'13""06",793.06,LBG,PS4,25,25,1,1
633,6,Fatalis,Fade to Black,Rage-,"13'17""90",797.9,IG,PC,26,26,4,4
634,6,Fatalis,Fade to Black,ZebraQuake,"13'20""00",800.0,IG,PC,27,27,5,5
635,6,Fatalis,Fade to Black,ハルケン (Haruken),"13'20""08",800.08,Lance,PS4,28,28,2,2
636,6,Fatalis,Fade to Black,인생은셀프 (JIN),"13'23""55",803.55,SnS,PS4,29,29,2,2
641,6,Fatalis,Fade to Black,ねね (Nene),"14'29""15",869.15,LBG,PC,30,30,2,2
642,6,Fatalis,Fade to Black,Liset,"14'29""18",869.18,HBG,PC,31,31,3,3
643,6,Fatalis,Fade to Black,NickOfTime,"14'41""55",881.55,Bow,PC,32,32,3,3
644,6,Fatalis,Fade to Black,普通人阿懒,"15'11""00",911.0,GS,PC,33,33,6,6
646,6,Fatalis,Fade to Black,KCGemini,"15'40""91",940.91,Lance,PS4,34,34,3,3
649,6,Fatalis,Fade to Black,めがーぬ (Meganu),"15'59""45",959.45,HH,PS4,35,35,1,1
650,6,Fatalis,Fade to Black,인생은셀프 (JIN),"17'44""18",1064.18,HH,PS4,36,36,2,2
652,6,Fatalis,Fade to Black,MightyShockwave,"18'26""93",1106.93,Lance,PC,37,37,4,4
653,6,Fatalis,Fade to Black,TheLastKnight14,"18'35""80",1115.8,LS,PS4,38,38,6,6
655,6,Fatalis,Fade to Black,Wipebeef,"19'21""63",1161.63,HH,PC,39,39,3,3
657,6,Fatalis,Fade to Black,Suzi L.,"25'50""93",1550.93,LS,PS4,40,40,7,7
658,6,Fatalis,Fade to Black,N00bKefka,"25'54""43",1554.43,GL,PC,41,41,1,1
692,6,Frostfang Barioth,The Last White Knight,郁闷的岚龙,"03'09""51",189.51,Hammer,PC,1,1,1,1
697,6,Frostfang Barioth,The Last White Knight,Aris,"03'39""01",219.01,GS,PC,2,2,1,1
700,6,Frostfang Barioth,The Last White Knight,seemo,"03'50""10",230.1,Hammer,PS4,3,3,2,2
704,6,Frostfang Barioth,The Last White Knight,수례VIP고객님,"04'08""48",248.48,HBG,PC,4,4,1,1
707,6,Frostfang Barioth,The Last White Knight,Benji-boi,"04'25""81",265.81,SA,PS4,5,5,1,1
708,6,Frostfang Barioth,The Last White Knight,Cho,"04'26""78",266.78,CB,PC,6,6,1,1
710,6,Frostfang Barioth,The Last White Knight,PPKPKPKP,"05'01""30",301.3,Hammer,PC,7,7,3,3
711,6,Frostfang Barioth,The Last White Knight,GGBOY,"05'01""71",301.71,LS,PC,8,8,1,1
713,6,Frostfang Barioth,The Last White Knight,ZenithM,"06'10""78",370.78,Lance,PC,9,9,1,1
719,6,Furious Rajang,All That Glitters is Furious,Kazusa,"02'23""35",143.35,HBG,PC,1,1,1,1
728,6,Furious Rajang,All That Glitters is Furious,arnold,"02'59""00",179.0,Bow,PC,2,2,1,1
731,6,Furious Rajang,All That Glitters is Furious,Tidus69,"03'11""51",191.51,Bow,PC,3,3,2,2
740,6,Furious Rajang,All That Glitters is Furious,DOKRAHM,"03'31""71",211.71,GL,PC,4,4,1,1
745,6,Furious Rajang,All That Glitters is Furious,Aris,"03'39""23",219.23,GS,PC,5,5,1,1
749,6,Furious Rajang,All That Glitters is Furious,Rolltorest,"03'42""15",222.15,LBG,PC,6,6,1,1
752,6,Furious Rajang,All That Glitters is Furious,Synergy Mygos,"03'55""13",235.13,LS,PC,7,7,1,1
753,6,Furious Rajang,All That Glitters is Furious,Kekko,"03'55""33",235.33,SA,PC,8,8,1,1
754,6,Furious Rajang,Mew are Number One!,arnold,"03'55""60",235.6,Bow,PC,9,1,3,1
755,6,Furious Rajang,All That Glitters is Furious,Millan Rain,"03'56""16",236.16,Bow,PS4,10,9,4,3
760,6,Furious Rajang,All That Glitters is Furious,쥐새 (MouseBird),"04'00""31",240.31,IG,PC,11,10,1,1
761,6,Furious Rajang,All That Glitters is Furious,벨멜료 (Vermello),"04'05""03",245.03,DB,PC,12,11,1,1
762,6,Furious Rajang,All That Glitters is Furious,막강한부엉이 (mightowllll),"04'06""28",246.28,Bow,PS4,13,12,5,4
765,6,Furious Rajang,All That Glitters is Furious,factory super,"04'11""01",251.01,SA,PC,14,13,2,2
766,6,Furious Rajang,Monkey Business,벨멜료 (Vermello),"04'16""58",256.58,DB,PC,15,1,2,1
767,6,Furious Rajang,All That Glitters is Furious,SH3RMSY,"04'17""73",257.73,CB,Xbox,16,14,1,1
769,6,Furious Rajang,All That Glitters is Furious,BBDW,"04'18""83",258.83,GS,PS4,17,15,2,2
771,6,Furious Rajang,All That Glitters is Furious,Muka,"04'20""50",260.5,DB,PC,18,16,3,2
773,6,Furious Rajang,All That Glitters is Furious,seemo,"04'21""91",261.91,Hammer,PS4,19,17,1,1
775,6,Furious Rajang,All That Glitters is Furious,恶魔的眼睛xx,"04'23""93",263.93,LS,PS4,20,18,2,2
777,6,Furious Rajang,All That Glitters is Furious,TBT,"04'28""73",268.73,LBG,PS4,21,19,2,2
778,6,Furious Rajang,All That Glitters is Furious,seemo,"04'32""85",272.85,LS,PS4,22,20,3,3
785,6,Furious Rajang,Monkey Business,factory super,"04'48""10",288.1,SA,PC,23,2,3,1
788,6,Furious Rajang,All That Glitters is Furious,KurisuFact,"04'52""56",292.56,LBG,PC,24,21,3,3
789,6,Furious Rajang,Mew are Number One!,痴人思梦,"04'57""73",297.73,GS,PC,25,2,3,1
790,6,Furious Rajang,All That Glitters is Furious,Preydator,"05'02""36",302.36,GS,PS4,26,22,4,3
791,6,Furious Rajang,All That Glitters is Furious,Attacker,"05'04""10",304.1,DB,PS4,27,23,4,3
792,6,Furious Rajang,All That Glitters is Furious,危险大便 (Fatal Poop),"05'06""26",306.26,GS,PS4,28,24,5,4
793,6,Furious Rajang,All That Glitters is Furious,suzume,"05'06""40",306.4,SnS,PC,29,25,1,1
794,6,Furious Rajang,Mew are Number One!,Casablanca,"05'06""81",306.81,Bow,PC,30,3,6,2
797,6,Furious Rajang,Mew are Number One!,だーよし,"05'11""46",311.46,IG,PC,31,4,2,1
802,6,Furious Rajang,All That Glitters is Furious,Alternum,"05'26""43",326.43,IG,PC,32,26,3,2
804,6,Furious Rajang,Mew are Number One!,Anne Luca,"05'31""53",331.53,LS,PC,33,5,4,1
806,6,Furious Rajang,All That Glitters is Furious,buk,"05'33""65",333.65,CB,Xbox,34,27,2,2
808,6,Furious Rajang,All That Glitters is Furious,のら (Nora),"05'38""10",338.1,SA,PS4,35,28,4,3
809,6,Furious Rajang,All That Glitters is Furious,Rainy,"05'40""28",340.28,CB,PS4,36,29,3,3
811,6,Furious Rajang,All That Glitters is Furious,竜牙,"05'42""20",342.2,HH,PS4,37,30,1,1
814,6,Furious Rajang,All That Glitters is Furious,hf,"05'57""85",357.85,LBG,PS4,38,31,4,4
815,6,Furious Rajang,Mew are Number One!,벨멜료 (Vermello),"05'58""00",358.0,DB,PC,39,6,5,1
816,6,Furious Rajang,Mew are Number One!,Aris,"05'58""73",358.73,GS,PC,40,7,6,2
817,6,Furious Rajang,Mew are Number One!,ほっとくりん(hotckrin),"06'03""25",363.25,Bow,PS4,41,8,7,3
818,6,Furious Rajang,Mew are Number One!,_420,"06'08""25",368.25,IG,PC,42,9,4,2
820,6,Furious Rajang,Mew are Number One!,KhalidSenpai,"06'30""08",390.08,IG,PC,43,10,5,3
821,6,Furious Rajang,Mew are Number One!,seemo,"06'42""13",402.13,Hammer,PS4,44,11,2,1
822,6,Furious Rajang,All That Glitters is Furious,Parallax,"06'57""20",417.2,Hammer,PS4,45,32,3,2
823,6,Furious Rajang,All That Glitters is Furious,CuttingEdges,"07'03""96",423.96,IG,PS4,46,33,6,3
824,6,Furious Rajang,All That Glitters is Furious,DanteMundus,"08'17""66",497.66,LS,PS4,47,34,5,4
825,6,Furious Rajang,Mew are Number One!,KurisuFact,"09'20""61",560.61,LBG,PC,48,12,5,1
826,6,Furious Rajang,Mew are Number One!,Yanxi,"09'38""13",578.13,Lance,PC,49,13,1,1
837,6,Gold Rathian,Special Arena: MR Gold Rathian,老柯 (Hunter.κ),"01'27""98",87.98,HBG,PC,1,1,1,1
840,6,Gold Rathian,Special Arena: MR Gold Rathian,诸葛不太亮,"01'32""80",92.8,HBG,PC,2,2,2,2
851,6,Gold Rathian,Special Arena: MR Gold Rathian,方天敕令 (Chidori),"01'47""63",107.63,HBG,PC,3,3,3,3
861,6,Gold Rathian,Special Arena: MR Gold Rathian,泠风青叶,"01'53""95",113.95,GS,PC,4,4,1,1
863,6,Gold Rathian,Special Arena: MR Gold Rathian,Lis,"01'54""68",114.68,Bow,PC,5,5,1,1
866,6,Gold Rathian,Special Arena: MR Gold Rathian,CHE car,"01'56""76",116.76,GS,PC,6,6,2,2
867,6,Gold Rathian,Special Arena: MR Gold Rathian,いろはす (Iroha),"01'56""83",116.83,Bow,PS4,7,7,2,2
873,6,Gold Rathian,Special Arena: MR Gold Rathian,夤星 (Yínxīng),"02'01""65",121.65,Bow,PC,8,8,3,3
875,6,Gold Rathian,Special Arena: MR Gold Rathian,SIX ZERO,"02'02""65",122.65,Bow,PC,9,9,4,4
879,6,Gold Rathian,Special Arena: MR Gold Rathian,Minton,"02'05""73",125.73,Bow,PS4,10,10,5,5
881,6,Gold Rathian,Special Arena: MR Gold Rathian,さかす (Sakasu),"02'06""71",126.71,Bow,PS4,11,11,6,6
882,6,Gold Rathian,The Moon is a Harsh Queen,Tidus69,"02'06""88",126.88,Bow,PC,12,1,7,1
883,6,Gold Rathian,Special Arena: MR Gold Rathian,HITO,"02'06""91",126.91,Bow,PC,13,12,8,7
884,6,Gold Rathian,Special Arena: MR Gold Rathian,トーリィ (Torri),"02'07""75",127.75,Bow,PS4,14,13,9,8
891,6,Gold Rathian,Special Arena: MR Gold Rathian,TBT,"02'17""85",137.85,LBG,PS4,15,14,1,1
892,6,Gold Rathian,Special Arena: MR Gold Rathian,OSAKI娜,"02'18""78",138.78,GS,PC,16,15,3,3
895,6,Gold Rathian,Special Arena: MR Gold Rathian,/:Silence,"02'19""65",139.65,LBG,PS4,17,16,2,2
902,6,Gold Rathian,Special Arena: MR Gold Rathian,slime,"02'24""56",144.56,SnS,PC,18,17,1,1
903,6,Gold Rathian,Special Arena: MR Gold Rathian,Aris,"02'24""63",144.63,GS,PC,19,18,4,4
904,6,Gold Rathian,Special Arena: MR Gold Rathian,대전설GLGD,"02'26""05",146.05,DB,PC,20,19,1,1
907,6,Gold Rathian,Special Arena: MR Gold Rathian,Galahart,"02'27""60",147.6,GL,PC,21,20,1,1
909,6,Gold Rathian,Special Arena: MR Gold Rathian,YOLO,"02'28""86",148.86,Bow,PS4,22,21,10,9
910,6,Gold Rathian,Special Arena: MR Gold Rathian,トレミー (Toremi),"02'29""50",149.5,DB,PS4,23,22,2,2
911,6,Gold Rathian,Special Arena: MR Gold Rathian,CeraCymmetry,"02'30""25",150.25,Hammer,PC,24,23,1,1
916,6,Gold Rathian,Special Arena: MR Gold Rathian,はやと (Hayato),"02'31""21",151.21,Bow,PS4,25,24,11,10
918,6,Gold Rathian,Special Arena: MR Gold Rathian,Rolltorest,"02'32""43",152.43,LBG,PS4,26,25,3,3
920,6,Gold Rathian,Special Arena: MR Gold Rathian,福跌俠,"02'33""10",153.1,Hammer,PC,27,26,2,2
924,6,Gold Rathian,Special Arena: MR Gold Rathian,Photowork,"02'35""58",155.58,CB,PC,28,27,1,1
926,6,Gold Rathian,Special Arena: MR Gold Rathian,latellight,"02'36""25",156.25,SnS,PC,29,28,2,2
927,6,Gold Rathian,Special Arena: MR Gold Rathian,更新姬Tama(ハイ マオ),"02'37""61",157.61,SnS,PC,30,29,3,3
933,6,Gold Rathian,Special Arena: MR Gold Rathian,Cho,"02'41""83",161.83,CB,PC,31,30,2,2
934,6,Gold Rathian,Special Arena: MR Gold Rathian,V1489 Cygni,"02'42""01",162.01,Hammer,PS4,32,31,3,3
937,6,Gold Rathian,Special Arena: MR Gold Rathian,トーカ (Toka),"02'43""70",163.7,SnS,PS4,33,32,4,4
938,6,Gold Rathian,Special Arena: MR Gold Rathian,4nToN (4nN),"02'43""99",163.99,Bow,PS4,34,33,12,11
941,6,Gold Rathian,Special Arena: MR Gold Rathian,贞德,"02'45""51",165.51,GL,PC,35,34,2,2
948,6,Gold Rathian,Special Arena: MR Gold Rathian,Nito,"02'49""38",169.38,LS,PC,36,35,1,1
949,6,Gold Rathian,Special Arena: MR Gold Rathian,Crowoly,"02'49""58",169.58,DB,PC,37,36,3,3
950,6,Gold Rathian,Special Arena: MR Gold Rathian,Gilgy,"02'49""80",169.8,GL,PC,38,37,3,3
951,6,Gold Rathian,Special Arena: MR Gold Rathian,方天敕令 (Chidori),"02'49""96",169.96,LS,PC,39,38,2,2
953,6,Gold Rathian,Special Arena: MR Gold Rathian,Zook,"02'50""80",170.8,HH,PC,40,39,1,1
954,6,Gold Rathian,Special Arena: MR Gold Rathian,烈酒,"02'52""48",172.48,LS,PC,41,40,3,3
956,6,Gold Rathian,Special Arena: MR Gold Rathian,Yui,"02'53""73",173.73,GS,PS4,42,41,5,5
957,6,Gold Rathian,Special Arena: MR Gold Rathian,saltax,"02'54""06",174.06,LS,PC,43,42,4,4
958,6,Gold Rathian,Special Arena: MR Gold Rathian,玄茶,"02'54""23",174.23,Hammer,PS4,44,43,4,4
960,6,Gold Rathian,Special Arena: MR Gold Rathian,Feesh,"02'54""55",174.55,LBG,PC,45,44,4,4
961,6,Gold Rathian,Special Arena: MR Gold Rathian,DRE,"02'54""56",174.56,SA,Xbox,46,45,1,1
962,6,Gold Rathian,Special Arena: MR Gold Rathian,のら (Nora),"02'54""98",174.98,SA,PS4,47,46,2,2
963,6,Gold Rathian,The Moon is a Harsh Queen,Ray,"02'55""16",175.16,LBG,PS4,48,2,5,1
965,6,Gold Rathian,The Moon is a Harsh Queen,Skitten-,"02'56""36",176.36,Bow,PC,49,3,13,2
967,6,Gold Rathian,Special Arena: MR Gold Rathian,theguywithnoaccount,"02'56""90",176.9,LBG,PS4,50,47,6,5
968,6,Gold Rathian,Special Arena: MR Gold Rathian,ケツの割れ目桃太 (Ketsunowarememomota),"02'56""96",176.96,LS,PS4,51,48,5,5
970,6,Gold Rathian,Special Arena: MR Gold Rathian,トーカ (Toka),"02'57""33",177.33,SA,PS4,52,49,3,3
971,6,Gold Rathian,Special Arena: MR Gold Rathian,蜂蜜ゆうた (Yuuta),"02'57""63",177.63,Lance,PS4,53,50,1,1
972,6,Gold Rathian,Special Arena: MR Gold Rathian,tax_haven_klmbn,"02'57""88",177.88,CB,PS4,54,51,3,3
976,6,Gold Rathian,Special Arena: MR Gold Rathian,EMMA,"02'59""16",179.16,HBG,PS4,55,52,4,4
977,6,Gold Rathian,Special Arena: MR Gold Rathian,막강한부엉이 (mightowllll),"02'59""51",179.51,Bow,PS4,56,53,14,12
979,6,Gold Rathian,Special Arena: MR Gold Rathian,笑さん (warasan),"03'02""06",182.06,IG,PS4,57,54,1,1
980,6,Gold Rathian,Special Arena: MR Gold Rathian,りざRZX,"03'04""20",184.2,Bow,PS4,58,55,15,13
981,6,Gold Rathian,Special Arena: MR Gold Rathian,PCPlayMaker,"03'05""05",185.05,IG,PC,59,56,2,2
982,6,Gold Rathian,Special Arena: MR Gold Rathian,梭梭m,"03'06""53",186.53,IG,PS4,60,57,3,3
983,6,Gold Rathian,Special Arena: MR Gold Rathian,428,"03'06""73",186.73,SA,PC,61,58,4,4
986,6,Gold Rathian,Special Arena: MR Gold Rathian,ぜん (Zen),"03'10""95",190.95,SnS,PS4,62,59,5,5
987,6,Gold Rathian,Special Arena: MR Gold Rathian,惠飛須沢胡桃,"03'11""05",191.05,HH,PC,63,60,2,2
988,6,Gold Rathian,Special Arena: MR Gold Rathian,Arthur (肉卷大大),"03'11""13",191.13,DB,PS4,64,61,4,4
989,6,Gold Rathian,Special Arena: MR Gold Rathian,TYJordan,"03'12""38",192.38,Hammer,PS4,65,62,5,5
990,6,Gold Rathian,Special Arena: MR Gold Rathian,トーカ (Toka),"03'13""38",193.38,IG,PS4,66,63,4,4
996,6,Gold Rathian,Special Arena: MR Gold Rathian,Extros,"03'18""11",198.11,Bow,PS4,67,64,16,14
997,6,Gold Rathian,Special Arena: MR Gold Rathian,하모 (Hamo),"03'18""86",198.86,GS,PS4,68,65,6,6
998,6,Gold Rathian,Special Arena: MR Gold Rathian,mory,"03'18""95",198.95,HH,PS4,69,66,3,3
1001,6,Gold Rathian,Special Arena: MR Gold Rathian,막강한부엉이 (mightowllll),"03'20""18",200.18,HBG,PS4,70,67,5,5
1005,6,Gold Rathian,The Moon is a Harsh Queen,Guardogaron,"03'25""30",205.3,Lance,Xbox,71,4,2,1
1007,6,Gold Rathian,Special Arena: MR Gold Rathian,KCGemini,"03'26""63",206.63,Lance,PS4,72,68,3,2
1008,6,Gold Rathian,Special Arena: MR Gold Rathian,张小帅很可爱,"03'26""93",206.93,HH,PS4,73,69,4,4
1009,6,Gold Rathian,Special Arena: MR Gold Rathian,しおん (Xion),"03'27""00",207.0,LS,PS4,74,70,6,6
1010,6,Gold Rathian,Special Arena: MR Gold Rathian,SH3RMSY,"03'29""03",209.03,CB,Xbox,75,71,4,4
1011,6,Gold Rathian,Special Arena: MR Gold Rathian,咩瓜,"03'29""93",209.93,LS,PS4,76,72,7,7
1012,6,Gold Rathian,Special Arena: MR Gold Rathian,田中,"03'30""83",210.83,GL,PS4,77,73,4,4
1017,6,Gold Rathian,Special Arena: MR Gold Rathian,petal_nf,"03'34""43",214.43,HH,PS4,78,74,5,5
1019,6,Gold Rathian,Special Arena: MR Gold Rathian,なまがえる,"03'35""41",215.41,HH,PS4,79,75,6,6
1021,6,Gold Rathian,Special Arena: MR Gold Rathian,トーカ (Toka),"03'36""83",216.83,LS,PS4,80,76,8,8
1024,6,Gold Rathian,Special Arena: MR Gold Rathian, Mai LBG,"03'37""46",217.46,LBG,PS4,81,77,7,6
1026,6,Gold Rathian,Special Arena: MR Gold Rathian,Vanov,"03'38""40",218.4,CB,PS4,82,78,5,5
1028,6,Gold Rathian,Special Arena: MR Gold Rathian,青之焱 (SiroKurooo),"03'44""48",224.48,SA,PS4,83,79,5,5
1029,6,Gold Rathian,Special Arena: MR Gold Rathian,Somefeet,"03'45""80",225.8,Lance,PS4,84,80,4,3
1031,6,Gold Rathian,The Moon is a Harsh Queen,Preydator,"03'49""50",229.5,GS,PS4,85,5,7,1
1032,6,Gold Rathian,Special Arena: MR Gold Rathian,MasterBaker,"03'50""98",230.98,GS,PC,86,81,8,7
1035,6,Gold Rathian,Special Arena: MR Gold Rathian,Vuurwerk (红杉木脸盆),"03'52""56",232.56,GS,PS4,87,82,9,8
1036,6,Gold Rathian,Special Arena: MR Gold Rathian,RocksteadyIsMyDaddy,"03'56""38",236.38,CB,PS4,88,83,6,6
1037,6,Gold Rathian,Special Arena: MR Gold Rathian,Crukkz,"03'56""81",236.81,Hammer,PC,89,84,6,6
1038,6,Gold Rathian,Special Arena: MR Gold Rathian,なつめ棗 (Natsume),"03'57""66",237.66,DB,PS4,90,85,5,5
1039,6,Gold Rathian,Special Arena: MR Gold Rathian,ばろ (Baro),"03'58""70",238.7,IG,PS4,91,86,5,5
1040,6,Gold Rathian,Special Arena: MR Gold Rathian,AMEKAJI航,"04'01""98",241.98,GS,PS4,92,87,10,9
1043,6,Gold Rathian,Special Arena: MR Gold Rathian,ハト (hato),"04'03""23",243.23,LS,PS4,93,88,9,9
1044,6,Gold Rathian,Special Arena: MR Gold Rathian,CeraCymmetry,"04'05""96",245.96,GL,PS4,94,89,5,5
1045,6,Gold Rathian,Special Arena: MR Gold Rathian,お,"04'09""50",249.5,Lance,PS4,95,90,5,4
1047,6,Gold Rathian,Special Arena: MR Gold Rathian,Parallax,"04'11""10",251.1,Hammer,PS4,96,91,7,7
1048,6,Gold Rathian,Special Arena: MR Gold Rathian,飘零丨一生丶 (Piāolíng),"04'11""78",251.78,DB,PS4,97,92,6,6
1050,6,Gold Rathian,Special Arena: MR Gold Rathian,YAMA,"04'19""48",259.48,GL,PS4,98,93,6,6
1056,6,Gold Rathian,Special Arena: MR Gold Rathian,hf,"04'33""35",273.35,LBG,PS4,99,94,8,7
1057,6,Gold Rathian,Special Arena: MR Gold Rathian,いまま (Imama),"04'37""26",277.26,LS,PS4,100,95,10,10
1059,6,Gold Rathian,Special Arena: MR Gold Rathian,Vuurwerk (红杉木脸盆),"04'42""95",282.95,SnS,PS4,101,96,6,6
1060,6,Gold Rathian,Special Arena: MR Gold Rathian,Xeu7,"04'48""38",288.38,HH,PS4,102,97,7,7
1062,6,Gold Rathian,Special Arena: MR Gold Rathian,Alternum,"05'00""50",300.5,IG,PC,103,98,6,6
1063,6,Gold Rathian,Special Arena: MR Gold Rathian,delbuster,"05'02""06",302.06,HBG,PS4,104,99,6,6
1064,6,Gold Rathian,Special Arena: MR Gold Rathian,ZebraQuake,"05'02""53",302.53,IG,PS4,105,100,7,7
1065,6,Gold Rathian,Special Arena: MR Gold Rathian,恋爱的犀牛QL (Absminfi),"05'02""99",302.99,CB,PC,106,101,7,7
1066,6,Gold Rathian,The Moon is a Harsh Queen,João,"05'03""01",303.01,HH,PC,107,6,8,1
1081,6,Kulve Taroth,The Eternal Gold Rush,slime,"05'22""88",322.88,SnS,PC,1,1,1,1
1094,6,Kulve Taroth,The Eternal Gold Rush,Painted J,"05'50""68",350.68,CB,PC,2,2,1,1
1101,6,Kulve Taroth,The Eternal Gold Rush,김별,"06'15""23",375.23,LS,PC,3,3,1,1
1102,6,Kulve Taroth,The Eternal Gold Rush,Anne Luca,"06'20""56",380.56,LS,PS4,4,4,2,2
1106,6,Kulve Taroth,The Eternal Gold Rush,Yae,"06'31""65",391.65,IG,PC,5,5,1,1
1114,6,Kulve Taroth,The Eternal Gold Rush,笑さん (warasan),"06'53""13",413.13,IG,PS4,6,6,2,2
1115,6,Kulve Taroth,The Eternal Gold Rush,suzume,"06'53""75",413.75,SnS,PC,7,7,2,2
1118,6,Kulve Taroth,The Eternal Gold Rush,KCGemini,"07'08""71",428.71,Lance,PS4,8,8,1,1
1119,6,Kulve Taroth,The Eternal Gold Rush,ひらひら,"07'12""20",432.2,GS,PS4,9,9,1,1
1120,6,Kulve Taroth,The Eternal Gold Rush,笑さん(warasan),"07'17""46",437.46,IG,PS4,10,10,3,3
1122,6,Kulve Taroth,The Eternal Gold Rush,Deaga,"07'25""36",445.36,SA,PS4,11,11,1,1
1123,6,Kulve Taroth,The Eternal Gold Rush,ハルケン (Haruken),"07'27""68",447.68,Lance,PS4,12,12,2,2
1125,6,Kulve Taroth,The Eternal Gold Rush,factory super,"07'54""45",474.45,SA,PC,13,13,2,2
1126,6,Kulve Taroth,The Eternal Gold Rush,Kekko,"07'59""65",479.65,SA,PC,14,14,3,3
1129,6,Kulve Taroth,The Eternal Gold Rush,TBT,"08'24""71",504.71,LBG,PC,15,15,1,1
1133,6,Kulve Taroth,The Eternal Gold Rush,Ray,"09'41""48",581.48,Lance,PS4,16,16,3,3
1134,6,Kulve Taroth,The Eternal Gold Rush,Crukkz,"09'48""96",588.96,Hammer,PC,17,17,1,1
1148,6,Lunastra,The Cold Never Bothered Me,lea,"02'58""76",178.76,Bow,PC,1,1,1,1
1152,6,Lunastra,Into the Palace of Flame,Alter,"03'10""25",190.25,Bow,PC,2,1,2,1
1158,6,Lunastra,The Cold Never Bothered Me,しーどまぅん,"03'37""75",217.75,CB,PS4,3,2,1,1
1161,6,Lunastra,The Cold Never Bothered Me,贰拾贰 (22),"03'45""58",225.58,DB,PC,4,3,1,1
1162,6,Lunastra,Into the Palace of Flame,早餐奶 (airA),"03'45""81",225.81,HBG,PC,5,2,1,1
1163,6,Lunastra,Into the Palace of Flame,SEAFIGHT,"03'47""83",227.83,CB,PS4,6,3,2,1
1164,6,Lunastra,The Cold Never Bothered Me,yinyin lai,"03'48""55",228.55,CB,PC,7,4,3,2
1170,6,Lunastra,Into the Palace of Flame,早餐奶 (airA),"03'56""95",236.95,Bow,PC,8,4,3,2
1171,6,Lunastra,The Cold Never Bothered Me,대전설GLGD,"03'58""41",238.41,DB,PC,9,5,2,2
1173,6,Lunastra,Into the Palace of Flame,lea,"03'59""20",239.2,Bow,PC,10,5,4,3
1174,6,Lunastra,The Cold Never Bothered Me,なつめ棗 (Natsume),"03'59""90",239.9,DB,PS4,11,6,3,3
1175,6,Lunastra,The Cold Never Bothered Me,ルナ,"04'00""20",240.2,LBG,PS4,12,7,1,1
1178,6,Lunastra,Into the Palace of Flame,TBT,"04'03""75",243.75,LBG,PC,13,6,2,1
1187,6,Lunastra,Into the Palace of Flame,Saico,"04'24""96",264.96,Bow,PS4,14,7,5,4
1189,6,Lunastra,The Cold Never Bothered Me,CantaPerMe,"04'25""36",265.36,DB,PC,15,8,4,4
